codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
35515;190/2010;2010-09-24;2010-08-30;2010-12-01;Estudar a possibilidade de adotar ferramentas a fim de incentivar o registro das intervenaaes de manutenaao e de coibir a utilizaaao de mao-de-obra nao credenciada.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35515;191/2010;2010-09-24;2010-08-30;2010-10-28;Divulgar o conteado do presente relatario em seminarios, palestras e atividades afins voltadas para proprietarios, operadores e exploradores de aeronaves de pequeno porte.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35495;IG-577/CENIPA/2016 - 01;2019-10-28;2019-11-06;2019-11-27;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAaaO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAaaO CIVIL SOBRE A IMPORTaNCIA DO FIEL CUMPRIMENTO DAS NORMAS OPERACIONAIS E DOS MANUAIS DE VOO DAS AERONAVES, SOBRETUDO NO QUE DIZ RESPEITO AO CORRETO PLANEJAMENTO DE DESPACHO OPERACIONAL E OBSERVaNCIA DOS LIMITES ESTABELECIDOS PELO FABRICANTE DA AERONAVE.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35477;229/D/09;2009-12-07;2009-12-17;NULL;Que divulguem os ensinamentos colhidos com a presente investigaaao em seminarios, cursos e eventos conganeres, realaando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execuaao de aterragem sem potancia, assim como reforaar as oficinas e mecanicos de aviaaao a importancia dos serviaos de manutenaao para a operaaao segura da aeronave.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;229/D/09;2009-12-07;2009-12-17;NULL;Que divulguem os ensinamentos colhidos com a presente investigaaao em seminarios, cursos e eventos conganeres, realaando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execuaao de aterragem sem potancia, assim como reforaar as oficinas e mecanicos de aviaaao a importancia dos serviaos de manutenaao para a operaaao segura da aeronave.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;229/D/09;2009-12-07;2009-12-17;NULL;Que divulguem os ensinamentos colhidos com a presente investigaaao em seminarios, cursos e eventos conganeres, realaando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execuaao de aterragem sem potancia, assim como reforaar as oficinas e mecanicos de aviaaao a importancia dos serviaos de manutenaao para a operaaao segura da aeronave.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;229/D/09;2009-12-07;2009-12-17;2010-01-13;Que divulguem os ensinamentos colhidos com a presente investigaaao em seminarios, cursos e eventos conganeres, realaando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execuaao de aterragem sem potancia, assim como reforaar as oficinas e mecanicos de aviaaao a importancia dos serviaos de manutenaao para a operaaao segura da aeronave.;ADOTADA;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;229/D/09;2009-12-07;2009-12-17;2010-01-26;Que divulguem os ensinamentos colhidos com a presente investigaaao em seminarios, cursos e eventos conganeres, realaando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execuaao de aterragem sem potancia, assim como reforaar as oficinas e mecanicos de aviaaao a importancia dos serviaos de manutenaao para a operaaao segura da aeronave.;ADOTADA;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;229/D/09;2009-12-07;2009-12-17;2010-03-12;Que divulguem os ensinamentos colhidos com a presente investigaaao em seminarios, cursos e eventos conganeres, realaando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execuaao de aterragem sem potancia, assim como reforaar as oficinas e mecanicos de aviaaao a importancia dos serviaos de manutenaao para a operaaao segura da aeronave.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;229/D/09;2009-12-07;2009-12-17;2010-07-14;Que divulguem os ensinamentos colhidos com a presente investigaaao em seminarios, cursos e eventos conganeres, realaando aos pilotos as vantagens de cumprir os perfis e procedimentos recomendados para a execuaao de aterragem sem potancia, assim como reforaar as oficinas e mecanicos de aviaaao a importancia dos serviaos de manutenaao para a operaaao segura da aeronave.;***;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;230/D/09;2009-12-07;2009-12-17;NULL;Que considerem a conveniancia de divulgar, via e-mail, aos operadores de suas respectivas jurisdiaaes, os filmetes produzidos pelo SERIPA VI sobre a importancia da manutenaao para a operaaao segura da aeronave.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;230/D/09;2009-12-07;2009-12-17;NULL;Que considerem a conveniancia de divulgar, via e-mail, aos operadores de suas respectivas jurisdiaaes, os filmetes produzidos pelo SERIPA VI sobre a importancia da manutenaao para a operaaao segura da aeronave.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;230/D/09;2009-12-07;2009-12-17;NULL;Que considerem a conveniancia de divulgar, via e-mail, aos operadores de suas respectivas jurisdiaaes, os filmetes produzidos pelo SERIPA VI sobre a importancia da manutenaao para a operaaao segura da aeronave.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;230/D/09;2009-12-07;2009-12-17;2010-01-13;Que considerem a conveniancia de divulgar, via e-mail, aos operadores de suas respectivas jurisdiaaes, os filmetes produzidos pelo SERIPA VI sobre a importancia da manutenaao para a operaaao segura da aeronave.;ADOTADA;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;230/D/09;2009-12-07;2009-12-17;2010-01-26;Que considerem a conveniancia de divulgar, via e-mail, aos operadores de suas respectivas jurisdiaaes, os filmetes produzidos pelo SERIPA VI sobre a importancia da manutenaao para a operaaao segura da aeronave.;ADOTADA;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;230/D/09;2009-12-07;2009-12-17;2010-03-12;Que considerem a conveniancia de divulgar, via e-mail, aos operadores de suas respectivas jurisdiaaes, os filmetes produzidos pelo SERIPA VI sobre a importancia da manutenaao para a operaaao segura da aeronave.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35477;230/D/09;2009-12-07;2009-12-17;2010-07-14;Que considerem a conveniancia de divulgar, via e-mail, aos operadores de suas respectivas jurisdiaaes, os filmetes produzidos pelo SERIPA VI sobre a importancia da manutenaao para a operaaao segura da aeronave.;ADOTADA;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35275;088/2012;2012-02-22;2012-12-11;2013-03-13;Adotar mecanismos de divulgaaao dos ensinamentos colhidos na presente investigaaao aos operadores aeroagracolas, alertando quanto aos riscos decorrentes da nao observaaao dos procedimentos operacionais da aeronave.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35256;462/2012;2012-11-19;2012-12-11;2013-04-19;Divulgar os ensinamentos colhidos nesta investigaaao aos operadores da aviaaao geral, alertando para a necessidade de serem seguidos os procedimentos de emergancia previstos nos manuais de operaaao das aeronaves.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35255;189/2010;2010-09-24;2010-08-30;2010-11-03;Divulgar este relatario as empresas aeroagracolas e as oficinas de manutenaao aeronautica, a fim de difundir os ensinamentos colhidos na presente investigaaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35195;174/D/09;2009-10-16;2009-10-20;NULL;Que relembrem os operadores de suas regiaes sobre os riscos associados as pistas nao registradas e os prejuazos causados ao julgamento pelo fenameno chamado *regressite*.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35195;174/D/09;2009-10-16;2009-10-20;NULL;Que relembrem os operadores de suas regiaes sobre os riscos associados as pistas nao registradas e os prejuazos causados ao julgamento pelo fenameno chamado *regressite*.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35195;174/D/09;2009-10-16;2009-10-20;NULL;Que relembrem os operadores de suas regiaes sobre os riscos associados as pistas nao registradas e os prejuazos causados ao julgamento pelo fenameno chamado *regressite*.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35195;174/D/09;2009-10-16;2009-10-20;2009-10-21;Que relembrem os operadores de suas regiaes sobre os riscos associados as pistas nao registradas e os prejuazos causados ao julgamento pelo fenameno chamado *regressite*.;ADOTADA;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35195;174/D/09;2009-10-16;2009-10-20;2009-11-30;Que relembrem os operadores de suas regiaes sobre os riscos associados as pistas nao registradas e os prejuazos causados ao julgamento pelo fenameno chamado *regressite*.;ADOTADA;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35195;174/D/09;2009-10-16;2009-10-20;2010-03-12;Que relembrem os operadores de suas regiaes sobre os riscos associados as pistas nao registradas e os prejuazos causados ao julgamento pelo fenameno chamado *regressite*.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35195;174/D/09;2009-10-16;2009-10-20;2010-07-14;Que relembrem os operadores de suas regiaes sobre os riscos associados as pistas nao registradas e os prejuazos causados ao julgamento pelo fenameno chamado *regressite*.;***;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35176;A-534/CENIPA/2017-01;2019-03-11;2019-03-21;2019-07-17;AVALIAR A VIABILIDADE DE ESPECIFICAR OS REQUISITOS DE SAaDE FaSICA E MENTAL DAS FUNaaES COGNITIVAS NECESSaRIAS AOS PILOTOS DE CADA SEGMENTO DA AVIAaaO CIVIL, ESTABELECENDO OS MaNIMOS ACEITaVEIS PARA O EXERCaCIO DA ATIVIDADE, DE FORMA A REDUZIR AS DIVERGaNCIAS NAS AVALIAaaES PSICOFaSICAS.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35175;193/2012;2012-06-04;2012-08-07;2015-01-29;Estudar o estabelecimento de aaaes, junto ao DAESP e as administraaaes aeroportuarias dos aeradromos subordinados as prefeituras municipais do Estado de Sao Paulo, no sentido de aprimorar a comunicaaao de irregularidades a Agancia, de modo a aumentar a eficiancia da fiscalizaaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35175;194/2012;2012-06-04;2012-08-07;2012-09-27;Divulgar o conteado do presente relatario aos proprietarios, operadores e exploradores de aeronaves da Aviaaao Geral, enfatizando a importancia da analise adequada dos aeradromos a serem utilizados e do cumprimento da regulamentaaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35175;195/2012;2012-06-04;2012-06-04;NULL;Divulgar o conteado do presente relatario aos seus associados, enfatizando a importancia da analise adequada dos aeradromos a serem utilizados e do cumprimento da regulamentaaao e do cumprimento da regulamentaaao.;***;APPA;ASSOCIAaaO DE PILOTOS E PROPRIETaRIOS DE AERONAVES
35056;212/D/09;2009-11-16;2009-11-16;NULL;Que mantenha o leito da pista livre de vegetaaao para facilitar a desaceleraaao das aeronaves durante a corrida apas o pouso.;***;DIVERSOS-J;OPERADOR DA AERONAVE
35056;212/D/09;2009-11-16;2009-11-30;NULL;Que mantenha o leito da pista livre de vegetaaao para facilitar a desaceleraaao das aeronaves durante a corrida apas o pouso.;***;DIVERSOS-J;OPERADOR DA AERONAVE
35056;213/D/09;2009-11-16;2009-11-30;NULL;Promover a divulgaaao desse Relatario Final nas atividades educativas promovidas por esses Serviaos Regionais, visando alertar a comunidade aeronautica para os riscos resultantes de aproximaaaes nao estabilizadas, incentivando a execuaao do procedimento de arremetida em tais situaaaes, assim como elevar o navel de percepaao para os riscos inerentes a operaaao em pistas que estejam em condiaaes precarias.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35056;213/D/09;2009-11-16;2009-11-30;NULL;Promover a divulgaaao desse Relatario Final nas atividades educativas promovidas por esses Serviaos Regionais, visando alertar a comunidade aeronautica para os riscos resultantes de aproximaaaes nao estabilizadas, incentivando a execuaao do procedimento de arremetida em tais situaaaes, assim como elevar o navel de percepaao para os riscos inerentes a operaaao em pistas que estejam em condiaaes precarias.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35056;213/D/09;2009-11-16;2009-11-30;NULL;Promover a divulgaaao desse Relatario Final nas atividades educativas promovidas por esses Serviaos Regionais, visando alertar a comunidade aeronautica para os riscos resultantes de aproximaaaes nao estabilizadas, incentivando a execuaao do procedimento de arremetida em tais situaaaes, assim como elevar o navel de percepaao para os riscos inerentes a operaaao em pistas que estejam em condiaaes precarias.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35056;213/D/09;2009-11-16;2009-11-30;2009-11-30;Promover a divulgaaao desse Relatario Final nas atividades educativas promovidas por esses Serviaos Regionais, visando alertar a comunidade aeronautica para os riscos resultantes de aproximaaaes nao estabilizadas, incentivando a execuaao do procedimento de arremetida em tais situaaaes, assim como elevar o navel de percepaao para os riscos inerentes a operaaao em pistas que estejam em condiaaes precarias.;ADOTADA;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35056;213/D/09;2009-11-16;2009-11-30;2009-12-11;Promover a divulgaaao desse Relatario Final nas atividades educativas promovidas por esses Serviaos Regionais, visando alertar a comunidade aeronautica para os riscos resultantes de aproximaaaes nao estabilizadas, incentivando a execuaao do procedimento de arremetida em tais situaaaes, assim como elevar o navel de percepaao para os riscos inerentes a operaaao em pistas que estejam em condiaaes precarias.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35056;213/D/09;2009-11-16;2009-11-30;2010-01-26;Promover a divulgaaao desse Relatario Final nas atividades educativas promovidas por esses Serviaos Regionais, visando alertar a comunidade aeronautica para os riscos resultantes de aproximaaaes nao estabilizadas, incentivando a execuaao do procedimento de arremetida em tais situaaaes, assim como elevar o navel de percepaao para os riscos inerentes a operaaao em pistas que estejam em condiaaes precarias.;ADOTADA;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35056;213/D/09;2009-11-16;2009-11-30;2010-07-14;Promover a divulgaaao desse Relatario Final nas atividades educativas promovidas por esses Serviaos Regionais, visando alertar a comunidade aeronautica para os riscos resultantes de aproximaaaes nao estabilizadas, incentivando a execuaao do procedimento de arremetida em tais situaaaes, assim como elevar o navel de percepaao para os riscos inerentes a operaaao em pistas que estejam em condiaaes precarias.;***;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35035;038/A/09;2009-08-05;2009-08-05;NULL;Criar mecanismos para gerenciar a capacidade operacional de seus tripulantes, visando adequar a experiancia do piloto a complexidade do voo que sera executado.;***;NORDESTE-TPX;NORDESTE TaXI AaREO DE HELICaPTEROS
35035;039/A/09;2009-08-05;2009-08-05;NULL;Implantar uma metodologia de Gerenciamento do Risco no planejamento de missaes.;***;NORDESTE-TPX;NORDESTE TaXI AaREO DE HELICaPTEROS
35035;040/A/09;2009-08-05;2009-08-05;NULL;Incluir no PPAA, aulas sobre aerodinamica para helicapteros, caracterasticas da operaaao de helicapteros em terreno nao preparado, operaaao do helicaptero em voo noturno, operaaao do helicaptero em voo por instrumentos, entre outros temas julgados necessarios, visando aumentar a cultura aeronautica a fim de, facilitar as tomadas de decisao pelos pilotos.;***;NORDESTE-TPX;NORDESTE TaXI AaREO DE HELICaPTEROS
35035;041/A/09;2009-08-05;2009-08-05;NULL;Divulgar o conteado deste relatario aos tripulantes da empresa.;***;NORDESTE-TPX;NORDESTE TaXI AaREO DE HELICaPTEROS
35035;042/A/09;2009-08-05;2009-08-05;NULL;Reavaliar o conteado e a forma de aplicaaao de seu programa de treinamento, submetendo-o a apreciaaao da autoridade aeronautica, com vista a eliminar as falhas de aplicaaao de comandos, julgamento, e as eventuais falhas em processos de instruaao.;***;NORDESTE-TPX;NORDESTE TaXI AaREO DE HELICaPTEROS
35035;043/A/09;2009-03-09;2009-03-09;NULL;Realizar Auditoria de Seguranaa Operacional na Nordeste Taxi Aareo de Helicapteros Ltda.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
35016;118/2012;2012-03-22;2012-04-20;NULL;Reciclar, por meio de avaliaaaes periadicas, o conhecimento dos pilotos a respeito dos Manuais Tacnicos da aeronave, ressaltando principalmente os procedimentos de emergancia.;***;EXTREME;EXTREME DEMONSTRAaaES AaREAS
35016;119/2012;2012-03-22;2012-04-20;NULL;Enfatizar o estrito cumprimento dos procedimentos determinados pelo fabricante da aeronave operada, em seus manuais e lista de verificaaaes, independentemente das eventuais e excepcionais capacidades tacnicas ou psicomotoras de seus tripulantes.;***;EXTREME;EXTREME DEMONSTRAaaES AaREAS
35016;120/2012;2012-03-22;2012-04-20;NULL;Promover a atualizaaao de todos os registros das aeronaves operadas, conforme a legislaaao em vigor.;***;EXTREME;EXTREME DEMONSTRAaaES AaREAS
35016;121/2012;2012-03-22;2012-04-20;NULL;Aplicar processos que melhorem a qualidade da supervisao dos serviaos prestados, de forma a impedir a emissao de registros oficiais sobre aeronaves, contendo informaaaes pertinentes a itens que nelas nao estejam de fato instalados.;***;AEROCAMP;AEROCAMP COMaRCIO E SERVIaOS AERONaUTICOS
35016;122/2012;2012-03-22;2012-04-20;2012-11-26;Realizar fiscalizaaao mais rigorosa na vistoria de documentaaao referente as aeronaves - cadernetas, fichas de inspeaao, mapas de controle de componentes e afins, visando evitar a existancia de registros oficiais sobre aeronaves, contendo informaaaes pertinentes a itens que nelas nao estejam de fato instalados.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
35016;123/2012;2012-03-22;2012-04-20;NULL;Dar ampla divulgaaao aos operadores de aeronaves antigas e classicas, ainda em voo, do conteado do presente relatario, enfatizando os aspectos de operaaao e manutenaao de aeronaves.;***;ABAAC;ASSOCIAaaO BRASILEIRA DE AERONAVES ANTIGAS E CLaSSICAS
34955;173/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgaaao deste Acidente Aeronautico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos atravas do mesmo, realaando que, sempre que as caracterasticas do produto a ser aplicado permitam, existem vantagens na manutenaao de uma altura sobre a plantaaao igual a metade da envergadura da aeronave.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34955;173/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgaaao deste Acidente Aeronautico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos atravas do mesmo, realaando que, sempre que as caracterasticas do produto a ser aplicado permitam, existem vantagens na manutenaao de uma altura sobre a plantaaao igual a metade da envergadura da aeronave.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34955;173/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgaaao deste Acidente Aeronautico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos atravas do mesmo, realaando que, sempre que as caracterasticas do produto a ser aplicado permitam, existem vantagens na manutenaao de uma altura sobre a plantaaao igual a metade da envergadura da aeronave.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34955;173/D/09;2009-10-16;2009-10-20;2009-10-21;Promover a divulgaaao deste Acidente Aeronautico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos atravas do mesmo, realaando que, sempre que as caracterasticas do produto a ser aplicado permitam, existem vantagens na manutenaao de uma altura sobre a plantaaao igual a metade da envergadura da aeronave.;ADOTADA;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34955;173/D/09;2009-10-16;2009-10-20;2009-11-30;Promover a divulgaaao deste Acidente Aeronautico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos atravas do mesmo, realaando que, sempre que as caracterasticas do produto a ser aplicado permitam, existem vantagens na manutenaao de uma altura sobre a plantaaao igual a metade da envergadura da aeronave.;ADOTADA;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34955;173/D/09;2009-10-16;2009-10-20;2010-03-12;Promover a divulgaaao deste Acidente Aeronautico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos atravas do mesmo, realaando que, sempre que as caracterasticas do produto a ser aplicado permitam, existem vantagens na manutenaao de uma altura sobre a plantaaao igual a metade da envergadura da aeronave.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34955;173/D/09;2009-10-16;2009-10-20;2010-07-14;Promover a divulgaaao deste Acidente Aeronautico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos atravas do mesmo, realaando que, sempre que as caracterasticas do produto a ser aplicado permitam, existem vantagens na manutenaao de uma altura sobre a plantaaao igual a metade da envergadura da aeronave.;***;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34936;403/2012;2012-09-20;2012-11-01;2013-03-25;Alertar os operadores de A-109C para a importancia do cumprimento do previsto no Manual M250-C20 no tocante as inspeaaes pra e pas-voo, bem como a lavagem de compressor quando operando em ambiente corrosivo.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34936;404/2012;2012-09-20;2012-11-01;2017-03-27;Atuar junto a Autoridade de Aviaaao Civil do Reino Unido, visando verificar se os procedimentos de overhaul do Pinion to Power Turbine Coupling da empresa H+S Aviation estao em conformidade com o previsto pelo fabricante.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34936;405/2012;2012-09-20;2012-11-01;2013-02-20;Atuar junto as empresas de manutenaao autorizadas a efetuar a montagem do motor modelo 250-C20R/1, visando verificar se os seus procedimentos estao em conformidade com o previsto pelo fabricante, em particular no tocante ao alinhamento do conjunto.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34936;406/2012;2012-09-20;2012-11-01;2017-05-24;Analisar, junto a Autoridade Primaria de Certificaaao do helicaptero, a viabilidade de emitir uma diretriz de aeronavegabilidade tornando mandatario o teste de vibraaao do motor, previsto na CSL 4011 da Rolls-Royce Corporation, visando permitir a detecaao antecipada de uma situaaao de desalinhamento.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34936;407/2012;2012-09-20;2012-11-01;2017-05-24;Avaliar, junto a Autoridade Primaria de Certificaaao e ao fabricante do motor, a implantaaao de melhorias no Pinion to Power Turbine Coupling, visando assegurar uma capacidade de suportar desalinhamento adequada a vida atil do motor.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34936;408/2012;2012-09-20;2012-11-01;2017-03-27;Reavaliar junto a Autoridade Primaria de Certificaaao do helicaptero os requisitos relacionados a resistancia dos tanques de combustavel, visando verificar a viabilidade de torna-los mais restritivos, a fim de, em caso de pouso foraado, evitar a invasao da cabine por combustavel, permitindo um maior tempo disponavel para o abandono da aeronave.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34936;409/2012;2012-09-20;2012-11-01;2013-05-22;Enfatizar aos seus inspetores de aeronavegabilidade a importancia de verificar o cumprimento dos procedimentos especaficos de manutenaao relacionados a operaaao em ambiente corrosivo.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34935;144/D/10;2010-04-06;2010-04-06;NULL;Viabilizar a realizaaao de curso de Gerenciamento de Recursos da Corporaaao (CRM), destinado a toda a empresa, devendo ser repetido a cada vinte e quatro meses, no manimo.;***;MANAUS;MANAUS AEROTaXI LTDA
34935;145/D/10;2010-04-06;2010-04-06;NULL;Promover palestras a respeito dos temas: Consciancia Situacional, Indisciplina de Vao, Erro e Violaaao e inserir tais temas no subprograma de atividades educacionais constantes do PPAA da empresa.;***;MANAUS;MANAUS AEROTaXI LTDA
34935;146/D/10;2010-04-06;2010-04-06;NULL;Alocar pessoal qualificado no setor de treinamento, visando assegurar o rigoroso cumprimento do programa de treinamento aprovado pela Agancia Nacional de Aviaaao Civil.;***;MANAUS;MANAUS AEROTaXI LTDA
34935;147/D/10;2010-04-06;2010-04-06;NULL;Programar acompanhamento e avaliaaao de tripulantes, visando identificar tendancias e perceber dificuldades no desempenho dos pilotos, de forma a encaminha-los para correaao o quanto antes.;***;MANAUS;MANAUS AEROTaXI LTDA
34935;148/D/10;2010-04-06;2010-04-06;NULL;Estabelecer mecanismos de comunicaaao entre o setor comercial e o setor de operaaaes para que este possa realizar efetivamente o planejamento dos vaos.;***;MANAUS;MANAUS AEROTaXI LTDA
34935;149/D/10;2010-04-06;2010-04-06;NULL;Estabelecer mecanismos para que o Setor de Operaaaes realize o planejamento, o desenvolvimento e o acompanhamento dos vaos, visando coibir o desrespeito aos limites operacionais das aeronaves da frota.;***;MANAUS;MANAUS AEROTaXI LTDA
34935;150/D/10;2010-04-06;2010-04-06;NULL;Reciclar os mecanicos e pilotos no que se refere aos procedimentos de reabastecimento da frota, nos moldes estabelecidos nos manuais dos fabricantes das aeronaves.;***;MANAUS;MANAUS AEROTaXI LTDA
34935;151/D/10;2010-04-06;2010-04-06;NULL;Instituir um mecanismo de Seleaao de Pessoal sistematizado, baseado em critarios operacionais e tacnicos, a fim de garantir a seguranaa das operaaaes.;***;MANAUS;MANAUS AEROTaXI LTDA
34935;152/D/10;2010-04-06;2010-04-06;NULL;Implantar um mecanismo periadico de avaliaaao da Cultura Organizacional, atravas de profissionais experientes na area de aviaaao, a fim de identificar as condiaaes latentes de risco para as operaaaes.;***;MANAUS;MANAUS AEROTaXI LTDA
