codigo_ocorrencia3;fator_nome;fator_aspecto;fator_condicionante;fator_area
35275;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35275;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35275;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35256;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35256;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35256;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
35256;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35256;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35255;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
35255;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35195;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35195;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35182;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35182;PROJETO;ASPECTO DE PROJETO;***;FATOR MATERIAL
35182;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35176;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35176;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35176;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
35175;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35175;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
35175;CULTURA ORGANIZACIONAL;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
35175;FADIGA;ASPECTO MEDICO;***;FATOR HUMANO
35175;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35175;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35175;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35175;MOTIVACAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
35175;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35175;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35057;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35056;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35056;INFRAESTRUTURA AEROPORTUARIA;INFRAESTRUTURA AEROPORTUARIA;***;FATOR OPERACIONAL
35056;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35035;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35035;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
35035;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
35035;CULTURA ORGANIZACIONAL;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
35035;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35035;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35035;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35035;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35035;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
35035;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35016;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
35016;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
35016;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34956;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34956;MEMORIA;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34956;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34956;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34955;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34955;OUTRO FATOR;OUTRO;***;OUTRO
34936;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34936;PROJETO;ASPECTO DE PROJETO;***;FATOR MATERIAL
34935;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34935;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34935;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34935;CARACTERISTICAS DA TAREFA;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34935;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34935;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
34935;CULTURA ORGANIZACIONAL;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34935;FABRICACAO;ASPECTO DE FABRICACAO;***;FATOR MATERIAL
34935;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34935;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34935;MANUSEIO DO MATERIAL;ASPECTO DE MANUSEIO DO MATERIAL;***;FATOR MATERIAL
34935;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34935;ORGANIZACAO DO TRABALHO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34935;OUTRO FATOR;OUTRO;***;OUTRO
34935;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34935;SISTEMAS DE APOIO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34935;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34915;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34915;OUTRO FATOR;OUTRO;***;OUTRO
34898;ANSIEDADE;ASPECTO MEDICO;***;FATOR HUMANO
34898;ESTADO EMOCIONAL;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34898;INTOXICA��O ALIMENTAR;ASPECTO MEDICO;***;FATOR HUMANO
34898;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34898;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34858;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34844;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34844;OUTRO FATOR;OUTRO;***;OUTRO
34844;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34841;INFLUENCIA DO MEIO AMBIENTE;OUTRO;***;OUTRO
34841;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34841;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34841;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34840;INFLUENCIA DO MEIO AMBIENTE;OUTRO;***;OUTRO
34840;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34840;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34838;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34838;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
34838;DESORIENTACAO;ASPECTO MEDICO;***;FATOR HUMANO
34838;INCONSISTENCIA;ASPECTO MEDICO;***;FATOR HUMANO
34838;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34838;MOTIVACAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34838;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34838;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34838;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34836;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34836;PROJETO;ASPECTO DE PROJETO;***;FATOR MATERIAL
34836;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34776;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34776;COMUNICACAO;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
34776;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34776;DINAMICA DE EQUIPE;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
34776;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34776;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34776;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34776;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34775;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34775;COMUNICACAO;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
34775;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34775;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34775;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34775;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34755;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34739;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34739;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34739;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34659;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34659;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
34659;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34659;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34656;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34656;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34656;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34656;CULTURA ORGANIZACIONAL;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34656;DINAMICA DE EQUIPE;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
34656;FADIGA;ASPECTO MEDICO;***;FATOR HUMANO
34656;ILUSOES VISUAIS;ASPECTO MEDICO;***;FATOR HUMANO
34656;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34656;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34656;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34656;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34656;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34656;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34651;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34651;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34650;ESTADO EMOCIONAL;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34650;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34650;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34650;PERCEPCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34650;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34650;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34650;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34650;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34646;FABRICACAO;ASPECTO DE FABRICACAO;***;FATOR MATERIAL
34646;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34639;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34639;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34575;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34575;COORDENACAO DE CABINE;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34575;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34575;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34575;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34575;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34555;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34555;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34555;CULTURA ORGANIZACIONAL;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34555;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34555;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34540;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34540;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34540;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34540;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34539;FADIGA;ASPECTO MEDICO;***;FATOR HUMANO
34539;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34539;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34539;MOTIVACAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34539;OUTRO FATOR;OUTRO;***;OUTRO
34539;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34538;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
34538;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34538;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34538;PESSOAL DE APOIO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34538;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34537;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34537;INFLUENCIA DO MEIO AMBIENTE;OUTRO;***;OUTRO
34537;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34537;OUTRO FATOR;OUTRO;***;OUTRO
34536;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34536;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34536;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34536;RELACOES INTERPESSOAIS;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
34535;PROJETO;ASPECTO DE PROJETO;***;FATOR MATERIAL
34518;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34518;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34516;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34516;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34515;INFRAESTRUTURA AEROPORTUARIA;INFRAESTRUTURA AEROPORTUARIA;***;FATOR OPERACIONAL
34515;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34502;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34502;INTRUCAO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34502;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34502;POUCA EXPERIENCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34502;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34501;ATITUDE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34501;CULTURA ORGANIZACIONAL;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34501;DINAMICA DE EQUIPE;ASPECTO PSICOLOGICO;PSICOSSOCIAL;FATOR HUMANO
34501;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34501;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34501;MOTIVACAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34501;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34501;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34501;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34500;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
34500;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34500;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34500;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34500;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34498;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34498;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34498;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34498;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34497;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34497;OUTRO FATOR;OUTRO;***;OUTRO
34497;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34496;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34496;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34495;MANUTENCAO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENCAO DA AERONAVE;FATOR OPERACIONAL
34495;SUPERVISAO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34416;CONDICOES METEOROLOGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
34416;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34416;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34415;APLICACAO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34415;ATENCAO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34415;CAPACITACAO E TREINAMENTO;ASPECTO PSICOLOGICO;ORGANIZACIONAL;FATOR HUMANO
34415;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34415;INDICIOS DE ESTRESSE;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34415;MEMORIA;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34415;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34415;PROCESSO DECISORIO;ASPECTO PSICOLOGICO;INDIVIDUAL;FATOR HUMANO
34340;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
34340;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERACAO DA AERONAVE;FATOR OPERACIONAL
